"","p_ln","p_max","p_min","p_range","p_mean","p_disp","p_sto","p_asim","p_ex","p_med"
"1",95,130,115,15,121.022105263158,9.38280403135498,3.06313630636232,0.237288330726471,-0.0901432181940875,121
